Unnamed: 0,Unnamed: 0.1,title,description,published date,url,publisher,company,Unnamed: 0.1.1
51,51,Amazon wants small businesses to help make deliveries in rural areas and big cities - The Associated Press,Amazon wants small businesses to help make deliveries in rural areas and big cities  The Associated Press,"Mon, 26 Jun 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vYXBuZXdzLmNvbS9hcnRpY2xlL2FtYXpvbi1zbWFsbC1idXNpbmVzcy1yZXRhaWwtZGVsaXZlcnktMjQ4YzFhNjliYzc4NjEwNTc4M2E1ZmM3NTA0NWE3NWLSAQA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://apnews.com', 'title': 'The Associated Press'}",AMZN,
52,52,Bernie Sanders announces Amazon safety investigation - BBC.com,Bernie Sanders announces Amazon safety investigation  BBC.com,"Tue, 20 Jun 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiKmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9idXNpbmVzcy02NTk2NDY3MNIBLmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9idXNpbmVzcy02NTk2NDY3MC5hbXA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.bbc.com', 'title': 'BBC.com'}",AMZN,
53,53,Amazon stock marches toward best winning streak in nearly 5 years - MarketWatch,Amazon stock marches toward best winning streak in nearly 5 years  MarketWatch,"Thu, 11 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3Lm1hcmtldHdhdGNoLmNvbS9zdG9yeS9hbWF6b24tc3RvY2stbWFyY2hlcy10b3dhcmQtYmVzdC13aW5uaW5nLXN0cmVhay1pbi1uZWFybHktNS15ZWFycy01ZTdhOTc1ONIBcGh0dHBzOi8vd3d3Lm1hcmtldHdhdGNoLmNvbS9hbXAvc3RvcnkvYW1hem9uLXN0b2NrLW1hcmNoZXMtdG93YXJkLWJlc3Qtd2lubmluZy1zdHJlYWstaW4tbmVhcmx5LTUteWVhcnMtNWU3YTk3NTg?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.marketwatch.com', 'title': 'MarketWatch'}",AMZN,
54,54,Amazon needs a ‘significant amount of self-help’ to boost its stock: analyst - MarketWatch,Amazon needs a ‘significant amount of self-help’ to boost its stock: analyst  MarketWatch,"Wed, 07 Jun 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMidGh0dHBzOi8vd3d3Lm1hcmtldHdhdGNoLmNvbS9zdG9yeS9hbWF6b24tbmVlZHMtYS1zaWduaWZpY2FudC1hbW91bnQtb2Ytc2VsZi1oZWxwLXRvLWJvb3N0LWl0cy1zdG9jay1hbmFseXN0LWViZDk5N2Rh0gF4aHR0cHM6Ly93d3cubWFya2V0d2F0Y2guY29tL2FtcC9zdG9yeS9hbWF6b24tbmVlZHMtYS1zaWduaWZpY2FudC1hbW91bnQtb2Ytc2VsZi1oZWxwLXRvLWJvb3N0LWl0cy1zdG9jay1hbmFseXN0LWViZDk5N2Rh?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.marketwatch.com', 'title': 'MarketWatch'}",AMZN,
55,55,Amazon CEO Andy Jassy's 2022 Letter to Shareholders - Amazon EU,Amazon CEO Andy Jassy's 2022 Letter to Shareholders  Amazon EU,"Thu, 13 Apr 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3LmFib3V0YW1hem9uLmV1L25ld3MvY29tcGFueS1uZXdzL2FtYXpvbi1jZW8tYW5keS1qYXNzeS0yMDIyLWxldHRlci10by1zaGFyZWhvbGRlcnPSAQA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.aboutamazon.eu', 'title': 'Amazon EU'}",AMZN,
56,56,The Great Imbalance in the Amazon Rainforest - The Gospel Coalition,The Great Imbalance in the Amazon Rainforest  The Gospel Coalition,"Wed, 10 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vd3d3LnRoZWdvc3BlbGNvYWxpdGlvbi5vcmcvYXJ0aWNsZS9ncmVhdC1pbWJhbGFuY2UtYW1hem9uL9IBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.thegospelcoalition.org', 'title': 'The Gospel Coalition'}",AMZN,
57,57,Where will Amazon spend $7.8 billion in central Ohio? - The Columbus Dispatch,Where will Amazon spend $7.8 billion in central Ohio?  The Columbus Dispatch,"Mon, 26 Jun 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMie2h0dHBzOi8vd3d3LmRpc3BhdGNoLmNvbS9zdG9yeS9idXNpbmVzcy9lY29ub215LzIwMjMvMDYvMjYvd2hlcmUtd2lsbC1hbWF6b24tc3BlbmQtNy04LWJpbGxpb24taW4tY2VudHJhbC1vaGlvLzcwMzU2MjE1MDA3L9IBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.dispatch.com', 'title': 'The Columbus Dispatch'}",AMZN,
58,58,Senators Demand Answers on Amazon Clinic's Uses of Customer Data - HIPAA Journal,Senators Demand Answers on Amazon Clinic's Uses of Customer Data  HIPAA Journal,"Mon, 26 Jun 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3LmhpcGFham91cm5hbC5jb20vc2VuYXRvcnMtZGVtYW5kLWFuc3dlcnMtb24tYW1hem9uLWNsaW5pY3MtdXNlcy1vZi1jdXN0b21lci1kYXRhL9IBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.hipaajournal.com', 'title': 'HIPAA Journal'}",AMZN,
59,59,"Amazon corporate workers stage walkout, citing ‘lack of trust’ in leadership - CNN","Amazon corporate workers stage walkout, citing ‘lack of trust’ in leadership  CNN","Wed, 31 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiR2h0dHBzOi8vd3d3LmNubi5jb20vMjAyMy8wNS8zMS90ZWNoL2FtYXpvbi1jb3Jwb3JhdGUtd2Fsa291dC9pbmRleC5odG1s0gFAaHR0cHM6Ly9hbXAuY25uLmNvbS9jbm4vMjAyMy8wNS8zMS90ZWNoL2FtYXpvbi1jb3Jwb3JhdGUtd2Fsa291dA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.cnn.com', 'title': 'CNN'}",AMZN,
60,60,Grubhub and Amazon Extend One-Year Free Grubhub+ Offer for U.S. Prime Members - About - Grubhub,Grubhub and Amazon Extend One-Year Free Grubhub+ Offer for U.S. Prime Members  About - Grubhub,"Mon, 05 Jun 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMia2h0dHBzOi8vYWJvdXQuZ3J1Ymh1Yi5jb20vbmV3cy9ncnViaHViLWFuZC1hbWF6b24tZXh0ZW5kLW9uZS15ZWFyLWZyZWUtZ3J1Ymh1Yi1vZmZlci1mb3ItdS1zLXByaW1lLW1lbWJlcnMv0gEA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://about.grubhub.com', 'title': 'About - Grubhub'}",AMZN,
61,61,Where Will Amazon Stock Be in 3 Years? - The Motley Fool,Where Will Amazon Stock Be in 3 Years?  The Motley Fool,"Sat, 20 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vd3d3LmZvb2wuY29tL2ludmVzdGluZy8yMDIzLzA1LzIwL3doZXJlLXdpbGwtYW1hem9uLXN0b2NrLWJlLWluLTMteWVhcnMv0gEA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.fool.com', 'title': 'The Motley Fool'}",AMZN,
62,62,How High Could Amazon Stock Rise? - Barchart,How High Could Amazon Stock Rise?  Barchart,"Fri, 19 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vd3d3LmJhcmNoYXJ0LmNvbS9zdG9yeS9uZXdzLzE2OTk5ODAxL2hvdy1oaWdoLWNvdWxkLWFtYXpvbi1zdG9jay1yaXNl0gEA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.barchart.com', 'title': 'Barchart'}",AMZN,
63,63,Amazon Stock (NASDAQ:AMZN): Wall Street Sees More Upside - TipRanks.com - TipRanks,Amazon Stock (NASDAQ:AMZN): Wall Street Sees More Upside - TipRanks.com  TipRanks,"Sat, 10 Jun 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3LnRpcHJhbmtzLmNvbS9uZXdzL2FydGljbGUvYW1hem9uLXN0b2NrLW5hc2RhcWFtem4td2FsbC1zdHJlZXQtc2Vlcy1tb3JlLXVwc2lkZdIBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.tipranks.com', 'title': 'TipRanks'}",AMZN,
64,64,What Is Going On With Amazon Stock Monday - Yahoo Finance,What Is Going On With Amazon Stock Monday  Yahoo Finance,"Mon, 22 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiR2h0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9nb2luZy1hbWF6b24tc3RvY2stbW9uZGF5LTIxNTc1OTE1Mi5odG1s0gEA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://finance.yahoo.com', 'title': 'Yahoo Finance'}",AMZN,
65,65,New Amazon commercial: Exes share Prime membership after breakup - About Amazon,New Amazon commercial: Exes share Prime membership after breakup  About Amazon,"Thu, 25 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3LmFib3V0YW1hem9uLmNvbS9uZXdzL3JldGFpbC9hbWF6b24tcHJpbWUtY29tbWVyY2lhbC1hbHdheXMtc29tZXRoaW5nLXRoZXJlLXRvLXJlbWluZC1tZdIBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.aboutamazon.com', 'title': 'About Amazon'}",AMZN,
66,66,Amazon teams up with CIFAL Málaga-UNITAR to train young people to fight climate change - Amazon EU,Amazon teams up with CIFAL Málaga-UNITAR to train young people to fight climate change  Amazon EU,"Tue, 23 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMihQFodHRwczovL3d3dy5hYm91dGFtYXpvbi5ldS9uZXdzL3N1c3RhaW5hYmlsaXR5L2FtYXpvbi10ZWFtcy11cC13aXRoLWNpZmFsLW1hbGFnYS11bml0YXItdG8tdHJhaW4teW91bmctcGVvcGxlLXRvLWZpZ2h0LWNsaW1hdGUtY2hhbmdl0gEA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.aboutamazon.eu', 'title': 'Amazon EU'}",AMZN,
67,67,"Amazon's stock is misunderstood for these 3 reasons, according to an analyst - MarketWatch","Amazon's stock is misunderstood for these 3 reasons, according to an analyst  MarketWatch","Fri, 26 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3Lm1hcmtldHdhdGNoLmNvbS9zdG9yeS9hbWF6b25zLXN0b2NrLWlzLW1pc3VuZGVyc3Rvb2QtZm9yLXRoZXNlLTMtcmVhc29ucy1hY2NvcmRpbmctdG8tYW4tYW5hbHlzdC1hNWFmMTM4ZNIBeWh0dHBzOi8vd3d3Lm1hcmtldHdhdGNoLmNvbS9hbXAvc3RvcnkvYW1hem9ucy1zdG9jay1pcy1taXN1bmRlcnN0b29kLWZvci10aGVzZS0zLXJlYXNvbnMtYWNjb3JkaW5nLXRvLWFuLWFuYWx5c3QtYTVhZjEzOGQ?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.marketwatch.com', 'title': 'MarketWatch'}",AMZN,
68,68,What to know about Amazon Pharmacy before you sign up - About Amazon,What to know about Amazon Pharmacy before you sign up  About Amazon,"Thu, 15 Jun 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vd3d3LmFib3V0YW1hem9uLmNvbS9uZXdzL3JldGFpbC9hbWF6b24tcGhhcm1hY3ktcXVpY2stZmFjdHPSAQA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.aboutamazon.com', 'title': 'About Amazon'}",AMZN,
69,69,Amazon workers stage walkout at Palmdale warehouse as part of Teamsters fight with company - KABC-TV,Amazon workers stage walkout at Palmdale warehouse as part of Teamsters fight with company  KABC-TV,"Thu, 15 Jun 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiPGh0dHBzOi8vYWJjNy5jb20vcGFsbWRhbGUtYW1hem9uLXRlYW1zdGVycy13YWxrb3V0LzEzMzg4NTk4L9IBQGh0dHBzOi8vYWJjNy5jb20vYW1wL3BhbG1kYWxlLWFtYXpvbi10ZWFtc3RlcnMtd2Fsa291dC8xMzM4ODU5OC8?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://abc7.com', 'title': 'KABC-TV'}",AMZN,
70,70,"East Point Amazon workers demand stable schedules, guaranteed hours after surprise shift cuts - Atlanta Civic Circle","East Point Amazon workers demand stable schedules, guaranteed hours after surprise shift cuts  Atlanta Civic Circle","Thu, 18 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMihwFodHRwczovL2F0bGFudGFjaXZpY2NpcmNsZS5vcmcvMjAyMy8wNS8xOC9lYXN0LXBvaW50LWFtYXpvbi13b3JrZXJzLWRlbWFuZC1zdGFibGUtc2NoZWR1bGVzLWd1YXJhbnRlZWQtaG91cnMtYWZ0ZXItc3VycHJpc2Utc2hpZnQtY3V0cy_SAQA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://atlantaciviccircle.org', 'title': 'Atlanta Civic Circle'}",AMZN,
71,71,A Balancing Act for the Brazilian Legal Amazon - World Bank,A Balancing Act for the Brazilian Legal Amazon  World Bank,"Mon, 15 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vYmxvZ3Mud29ybGRiYW5rLm9yZy9lbi9sYXRpbmFtZXJpY2EvYmFsYW5jaW5nLWFjdC1icmF6aWxpYW4tbGVnYWwtYW1hem9u0gEA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://blogs.worldbank.org', 'title': 'World Bank'}",AMZN,
72,72,Amazon Stock Is Undervalued - Forbes,Amazon Stock Is Undervalued  Forbes,"Thu, 04 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvZ3JlYXRzcGVjdWxhdGlvbnMvMjAyMy8wNS8wNC9hbWF6b24tc3RvY2staXMtdW5kZXJ2YWx1ZWQv0gEA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.forbes.com', 'title': 'Forbes'}",AMZN,
73,73,Warren Buffett Sold Amazon Stock in Q1: Here's Why That Was a Mistake - The Motley Fool,Warren Buffett Sold Amazon Stock in Q1: Here's Why That Was a Mistake  The Motley Fool,"Thu, 25 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3LmZvb2wuY29tL2ludmVzdGluZy8yMDIzLzA1LzI1L3dhcnJlbi1idWZmZXR0LXNvbGQtYW1hem9uLXN0b2NrLWluLXExLWhlcmVzLXdoeS10L9IBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.fool.com', 'title': 'The Motley Fool'}",AMZN,
74,74,Amazon and Canon file joint lawsuit to protect customers and hold counterfeiters accountable - About Amazon,Amazon and Canon file joint lawsuit to protect customers and hold counterfeiters accountable  About Amazon,"Wed, 10 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMijwFodHRwczovL3d3dy5hYm91dGFtYXpvbi5jb20vbmV3cy9wb2xpY3ktbmV3cy12aWV3cy9hbWF6b24tYW5kLWNhbm9uLWZpbGUtam9pbnQtbGF3c3VpdC10by1wcm90ZWN0LWN1c3RvbWVycy1hbmQtaG9sZC1jb3VudGVyZmVpdGVycy1hY2NvdW50YWJsZdIBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.aboutamazon.com', 'title': 'About Amazon'}",AMZN,
75,75,"Amazon Stock: Buy, Sell, or Hold? - The Motley Fool","Amazon Stock: Buy, Sell, or Hold?  The Motley Fool","Fri, 09 Jun 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiSGh0dHBzOi8vd3d3LmZvb2wuY29tL2ludmVzdGluZy8yMDIzLzA2LzA5L2FtYXpvbi1zdG9jay1idXktc2VsbC1vci1ob2xkL9IBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.fool.com', 'title': 'The Motley Fool'}",AMZN,
76,76,Bernie Sanders launches Senate probe into Amazon warehouse safety conditions - CNN,Bernie Sanders launches Senate probe into Amazon warehouse safety conditions  CNN,"Tue, 20 Jun 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vd3d3LmNubi5jb20vMjAyMy8wNi8yMC90ZWNoL2FtYXpvbi1zZW5hdGUtcHJvYmUvaW5kZXguaHRtbNIBO2h0dHBzOi8vYW1wLmNubi5jb20vY25uLzIwMjMvMDYvMjAvdGVjaC9hbWF6b24tc2VuYXRlLXByb2Jl?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.cnn.com', 'title': 'CNN'}",AMZN,
77,77,Amazon Kendra launches Retrieval API - AWS Blog,Amazon Kendra launches Retrieval API  AWS Blog,"Thu, 29 Jun 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vYXdzLmFtYXpvbi5jb20vYWJvdXQtYXdzL3doYXRzLW5ldy8yMDIzLzA2L2FtYXpvbi1rZW5kcmEtcmV0cmlldmFsLWFwaS_SAQA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://aws.amazon.com', 'title': 'AWS Blog'}",AMZN,
78,78,Amazon AppFlow announces 4 new data connectors - AWS Blog,Amazon AppFlow announces 4 new data connectors  AWS Blog,"Thu, 15 Jun 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vYXdzLmFtYXpvbi5jb20vYWJvdXQtYXdzL3doYXRzLW5ldy8yMDIzLzA2L2FtYXpvbi1hcHBmbG93LW5ldy1kYXRhLWNvbm5lY3RvcnMv0gEA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://aws.amazon.com', 'title': 'AWS Blog'}",AMZN,
79,79,Amazon offers US shoppers $10 to pick up purchases as it targets delivery costs - Reuters,Amazon offers US shoppers $10 to pick up purchases as it targets delivery costs  Reuters,"Tue, 09 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMidGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3RlY2hub2xvZ3kvYW1hem9uLW9mZmVycy1zaG9wcGVycy0xMC1waWNrLXVwLXB1cmNoYXNlcy1pdC10YXJnZXRzLWRlbGl2ZXJ5LWNvc3RzLTIwMjMtMDUtMDgv0gEA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.reuters.com', 'title': 'Reuters'}",AMZN,
80,80,Amazon corporate workers plan walkout next week over return-to-office policies - CNN,Amazon corporate workers plan walkout next week over return-to-office policies  CNN,"Tue, 23 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiPWh0dHBzOi8vd3d3LmNubi5jb20vMjAyMy8wNS8yMy90ZWNoL2FtYXpvbi13YWxrb3V0L2luZGV4Lmh0bWzSATZodHRwczovL2FtcC5jbm4uY29tL2Nubi8yMDIzLzA1LzIzL3RlY2gvYW1hem9uLXdhbGtvdXQ?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.cnn.com', 'title': 'CNN'}",AMZN,
81,81,Amazon Fire Max 11 Tablet 2023: 6 best new features - About Amazon,Amazon Fire Max 11 Tablet 2023: 6 best new features  About Amazon,"Tue, 23 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vd3d3LmFib3V0YW1hem9uLmNvbS9uZXdzL2RldmljZXMvYW1hem9uLWZpcmUtbWF4LTExLXRhYmxldC1iZXN0LWZlYXR1cmVz0gEA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.aboutamazon.com', 'title': 'About Amazon'}",AMZN,
82,82,"Amazon's Ring used to spy on customers, FTC says in privacy settlement - Reuters","Amazon's Ring used to spy on customers, FTC says in privacy settlement  Reuters","Wed, 31 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2xlZ2FsL3VzLWZ0Yy1zdWVzLWFtYXpvbmNvbXMtcmluZy0yMDIzLTA1LTMxL9IBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.reuters.com', 'title': 'Reuters'}",AMZN,
83,83,What's Going On With Amazon Stock Today - Yahoo Finance,What's Going On With Amazon Stock Today  Yahoo Finance,"Wed, 03 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy93aGF0cy1nb2luZy1hbWF6b24tc3RvY2stdG9kYXktMTYxMzUzMDM4Lmh0bWzSAQA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://finance.yahoo.com', 'title': 'Yahoo Finance'}",AMZN,
0,0,Tesla (TSLA) Stock: The Impact Of Twitter's New CEO - Nasdaq,Tesla (TSLA) Stock: The Impact Of Twitter's New CEO  Nasdaq,"Mon, 15 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvdGVzbGEtdHNsYS1zdG9jay10aGUtaW1wYWN0LW9mLXR3aXR0ZXJzLW5ldy1jZW_SAQA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.nasdaq.com', 'title': 'Nasdaq'}",TSLA,0.0
1,1,Tesla (TSLA) Surge Shows Signs of Fatigue as Wall Street Sounds Alarm - Bloomberg,Tesla (TSLA) Surge Shows Signs of Fatigue as Wall Street Sounds Alarm  Bloomberg,"Thu, 22 Jun 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA2LTIyL3Rlc2xhLXRzbGEtc3VyZ2Utc2hvd3Mtc2lnbnMtb2YtZmF0aWd1ZS1hcy13YWxsLXN0cmVldC1zb3VuZHMtYWxhcm3SAQA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.bloomberg.com', 'title': 'Bloomberg'}",TSLA,1.0
2,2,Tesla Handed Third Downgrade In Three Days; Analyst Views Stock As A 'Must Own' - Investor's Business Daily,Tesla Handed Third Downgrade In Three Days; Analyst Views Stock As A 'Must Own'  Investor's Business Daily,"Fri, 23 Jun 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LmludmVzdG9ycy5jb20vbmV3cy90ZXNsYS1zdG9jay1kb3duZ3JhZGVkLWZvci1zZWNvbmQtdGltZS1pbi10d28tZGF5cy1pcy10c2xhcy0xNDAtcnVuLWVuZGluZy_SAQA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.investors.com', 'title': ""Investor's Business Daily""}",TSLA,2.0
3,3,Tesla (TSLA) Outpaces Stock Market Gains: What You Should Know - Yahoo Finance,Tesla (TSLA) Outpaces Stock Market Gains: What You Should Know  Yahoo Finance,"Tue, 06 Jun 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy90ZXNsYS10c2xhLW91dHBhY2VzLXN0b2NrLW1hcmtldC0yMTQ1MjEzNzMuaHRtbNIBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://finance.yahoo.com', 'title': 'Yahoo Finance'}",TSLA,3.0
4,4,TSLA Price Prediction: My Tesla Price Target for 2025 - InvestorPlace,TSLA Price Prediction: My Tesla Price Target for 2025  InvestorPlace,"Thu, 11 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vaW52ZXN0b3JwbGFjZS5jb20vMjAyMy8wNS90c2xhLXByaWNlLXByZWRpY3Rpb24tbXktdGVzbGEtcHJpY2UtdGFyZ2V0LWZvci0yMDI1L9IBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://investorplace.com', 'title': 'InvestorPlace'}",TSLA,4.0
5,5,"Stocks making the biggest moves midday: Overstock, Tesla, Accenture and more - CNBC","Stocks making the biggest moves midday: Overstock, Tesla, Accenture and more  CNBC","Thu, 22 Jun 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjMvMDYvMjIvc3RvY2tzLW1vdmluZy1iaWctbWlkZGF5LW9zdGstdHNsYS1hY24tYW5kLW1vcmUuaHRtbNIBWGh0dHBzOi8vd3d3LmNuYmMuY29tL2FtcC8yMDIzLzA2LzIyL3N0b2Nrcy1tb3ZpbmctYmlnLW1pZGRheS1vc3RrLXRzbGEtYWNuLWFuZC1tb3JlLmh0bWw?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.cnbc.com', 'title': 'CNBC'}",TSLA,5.0
6,6,Tesla (TSLA) Stock: Highlights From Its Shareholder Meeting - Nasdaq,Tesla (TSLA) Stock: Highlights From Its Shareholder Meeting  Nasdaq,"Mon, 22 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvdGVzbGEtdHNsYS1zdG9jay1oaWdobGlnaHRzLWZyb20taXRzLXNoYXJlaG9sZGVyLW1lZXRpbmfSAQA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.nasdaq.com', 'title': 'Nasdaq'}",TSLA,6.0
7,7,Tesla Downgraded By Goldman Sachs; Cathie Wood Sells $7 Million In TSLA Shares - Investor's Business Daily,Tesla Downgraded By Goldman Sachs; Cathie Wood Sells $7 Million In TSLA Shares  Investor's Business Daily,"Mon, 26 Jun 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LmludmVzdG9ycy5jb20vbmV3cy90ZXNsYS1zdG9jay1kb3duZ3JhZGVkLWFnYWluLWNhdGhpZS13b29kLXNlbGxzLTctbWlsbGlvbi1pbi10c2xhLXNoYXJlcy_SAQA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://www.investors.com', 'title': ""Investor's Business Daily""}",TSLA,7.0
8,8,Tesla (TSLA) Up 8.5% Since Last Earnings Report: Can It Continue? - Yahoo Finance,Tesla (TSLA) Up 8.5% Since Last Earnings Report: Can It Continue?  Yahoo Finance,"Fri, 19 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy90ZXNsYS10c2xhLTgtNS1zaW5jZS0xNTMwMDMzODMuaHRtbNIBAA?oc=5&hl=en-MY&gl=MY&ceid=MY:en,"{'href': 'https://finance.yahoo.com', 'title': 'Yahoo Finance'}",TSLA,8.0
